Date,Open,High,Low,Close,Adj Close,Volume
2014-07-14,181.1999969482422,181.41000366210938,181.02000427246094,181.16000366210938,152.8406524658203,493100
2014-07-15,181.25,181.6300048828125,180.05999755859375,180.85000610351562,152.5791778564453,1207000
2014-07-16,181.64999389648438,181.75999450683594,181.00999450683594,181.5399932861328,153.16122436523438,539400
2014-07-17,180.9600067138672,181.6199951171875,179.19000244140625,179.41000366210938,151.36422729492188,1103900
2014-07-18,180.02000427246094,181.44000244140625,179.94000244140625,181.3000030517578,152.9587860107422,571500
2014-07-21,180.7100067138672,181.0800018310547,180.1300048828125,180.91000366210938,152.62973022460938,866000
2014-07-22,181.5800018310547,182.0399932861328,181.4199981689453,181.72000122070312,153.3131103515625,1509500
2014-07-23,182.0,182.32000732421875,181.63999938964844,182.14999389648438,153.67588806152344,750900
2014-07-24,182.36000061035156,182.5,181.97000122070312,182.14999389648438,153.67588806152344,535800
2014-07-25,181.64999389648438,181.77000427246094,180.94000244140625,181.27999877929688,152.94189453125,635700
2014-07-28,181.35000610351562,181.60000610351562,180.27999877929688,181.36000061035156,153.0093994140625,485700
2014-07-29,181.6999969482422,181.88999938964844,180.57000732421875,180.58999633789062,152.35977172851562,639000
2014-07-30,181.22000122070312,181.44000244140625,179.86000061035156,180.58999633789062,152.35977172851562,1128500
2014-07-31,179.35000610351562,179.5,176.9600067138672,176.9600067138672,149.29722595214844,2430500
2014-08-01,176.52000427246094,177.6199951171875,175.64999389648438,176.52999877929688,148.93441772460938,3398000
2014-08-04,176.80999755859375,178.11000061035156,176.07000732421875,177.77000427246094,149.98057556152344,2212000
2014-08-05,177.0399932861328,177.47999572753906,175.39999389648438,175.97000122070312,148.4619598388672,1251300
2014-08-06,175.1999969482422,176.82000732421875,175.17999267578125,176.0800018310547,148.55477905273438,1185800
2014-08-07,176.89999389648438,177.0399932861328,174.6999969482422,175.1300048828125,147.75331115722656,1527100
2014-08-08,175.49000549316406,177.27000427246094,175.10000610351562,177.16000366210938,149.46595764160156,1209900
2014-08-11,177.8699951171875,178.47000122070312,177.61000061035156,177.66000366210938,149.88775634765625,1191200
2014-08-12,177.47000122070312,177.99000549316406,176.89999389648438,177.4499969482422,149.7105712890625,513900
2014-08-13,178.14999389648438,178.8300018310547,177.8699951171875,178.6999969482422,150.76522827148438,781600
2014-08-14,178.9199981689453,179.47999572753906,178.77000427246094,179.47999572753906,151.42327880859375,842000
2014-08-15,180.14999389648438,180.3000030517578,178.17999267578125,179.42999267578125,151.38108825683594,1694300
2014-08-18,180.4600067138672,181.02999877929688,180.33999633789062,180.9199981689453,152.63815307617188,1039100
2014-08-19,181.39999389648438,182.02999877929688,181.22999572753906,181.8800048828125,153.44810485839844,583000
2014-08-20,181.66000366210938,182.61000061035156,181.64999389648438,182.3800048828125,153.8699951171875,1507800
2014-08-21,182.5800018310547,183.1699981689453,182.4199981689453,182.89999389648438,154.30868530273438,756600
2014-08-22,182.8000030517578,183.08999633789062,182.24000549316406,182.61000061035156,154.06398010253906,656500
2014-08-25,183.5399932861328,183.86000061035156,183.27000427246094,183.55999755859375,154.86546325683594,1097200
2014-08-26,183.72000122070312,184.1699981689453,183.64999389648438,183.7100067138672,154.99208068847656,749500
2014-08-27,183.80999755859375,183.89999389648438,183.33999633789062,183.67999267578125,154.9667205810547,602600
2014-08-28,183.02000427246094,183.6199951171875,182.85000610351562,183.5399932861328,154.8486328125,447700
2014-08-29,183.8300018310547,184.05999755859375,183.22999572753906,183.99000549316406,155.228271484375,617200
2014-09-02,184.3000030517578,184.3000030517578,183.27000427246094,183.94000244140625,155.1861114501953,553800
2014-09-03,184.64999389648438,184.67999267578125,183.58999633789062,183.86000061035156,155.11862182617188,627600
2014-09-04,184.1199951171875,184.82000732421875,183.10000610351562,183.55999755859375,154.86546325683594,536700
2014-09-05,183.52999877929688,184.47000122070312,182.8800048828125,184.44000244140625,155.60794067382812,502300
2014-09-08,184.24000549316406,184.4600067138672,183.39999389648438,183.97000122070312,155.21139526367188,635900
2014-09-09,183.7899932861328,183.8800048828125,182.41000366210938,182.77999877929688,154.2073974609375,515300
2014-09-10,182.88999938964844,183.5500030517578,182.27000427246094,183.5,154.81484985351562,849800
2014-09-11,182.75,183.6999969482422,182.61000061035156,183.6699981689453,154.95826721191406,525700
2014-09-12,183.49000549316406,183.50999450683594,182.0800018310547,182.5800018310547,154.03868103027344,724000
2014-09-15,182.63999938964844,182.74000549316406,181.88999938964844,182.4600067138672,153.9374542236328,1021700
2014-09-16,182.11000061035156,184.1199951171875,182.0,183.82000732421875,155.08485412597656,565100
2014-09-17,184.11000061035156,184.9199981689453,183.1999969482422,184.0800018310547,155.30416870117188,975000
2014-09-18,184.64999389648438,185.05999755859375,184.42999267578125,185.0399932861328,156.1141357421875,740000
2014-09-19,185.63999938964844,185.83999633789062,184.5800018310547,184.86000061035156,155.96224975585938,964000
2014-09-22,183.6999969482422,183.74000549316406,182.22999572753906,182.55999755859375,154.75518798828125,836700
2014-09-23,181.9499969482422,182.6999969482422,181.50999450683594,181.52999877929688,153.8820343017578,752200
2014-09-24,181.6199951171875,183.07000732421875,181.1199951171875,182.99000549316406,155.1196746826172,968500
2014-09-25,182.5,182.52000427246094,179.99000549316406,180.0500030517578,152.62742614746094,1603000
2014-09-26,180.36000061035156,181.8800048828125,180.1300048828125,181.5,153.8566131591797,916900
2014-09-29,179.92999267578125,181.4499969482422,179.77000427246094,181.13999938964844,153.5513916015625,1482800
2014-09-30,181.3000030517578,181.80999755859375,180.2899932861328,180.58999633789062,153.0851593017578,767700
2014-10-01,180.33999633789062,180.4199981689453,177.80999755859375,178.22000122070312,151.07615661621094,2380200
2014-10-02,178.0500030517578,178.8300018310547,176.39999389648438,178.2100067138672,151.067626953125,1263800
2014-10-03,179.47999572753906,180.5500030517578,178.8800048828125,180.1999969482422,152.7545623779297,1217400
2014-10-06,180.94000244140625,181.17999267578125,179.36000061035156,179.97999572753906,152.56808471679688,1307000
2014-10-07,179.0500030517578,179.4499969482422,177.1999969482422,177.22000122070312,150.2284698486328,930600
2014-10-08,177.3300018310547,180.5399932861328,176.3800048828125,180.32000732421875,152.85633850097656,1897500
2014-10-09,180.0,180.22000122070312,176.60000610351562,176.67999267578125,149.77073669433594,1428600
2014-10-10,176.64999389648438,177.5500030517578,174.66000366210938,174.6999969482422,148.09230041503906,2469900
2014-10-13,174.6300048828125,175.25,171.72999572753906,171.8300018310547,145.65936279296875,2109200
2014-10-14,172.72999572753906,174.02000427246094,171.5,172.11000061035156,145.89671325683594,2431300
2014-10-15,169.8000030517578,171.3000030517578,166.85000610351562,170.8300018310547,144.8117218017578,5460300
2014-10-16,167.82000732421875,171.9499969482422,167.67999267578125,170.72000122070312,144.7184600830078,4452600
2014-10-17,172.72999572753906,173.97999572753906,172.0399932861328,172.8300018310547,146.50711059570312,2259400
2014-10-20,172.52999877929688,174.60000610351562,172.4499969482422,174.52999877929688,147.9481658935547,1379400
2014-10-21,175.77999877929688,178.0399932861328,175.58999633789062,177.9199981689453,150.82180786132812,2884200
2014-10-22,178.2899932861328,178.72000122070312,176.61000061035156,176.7100067138672,149.7961883544922,2374200
2014-10-23,178.4499969482422,179.85000610351562,178.1699981689453,178.74000549316406,151.5169677734375,1812400
2014-10-24,179.02999877929688,180.1699981689453,178.36000061035156,180.0800018310547,152.65289306640625,1152600
2014-10-27,179.50999450683594,180.1300048828125,178.8699951171875,179.85000610351562,152.45791625976562,1476000
2014-10-28,180.49000549316406,181.94000244140625,180.39999389648438,181.9199981689453,154.21258544921875,1330000
2014-10-29,182.02999877929688,182.5800018310547,180.47000122070312,181.7100067138672,154.0345916748047,1600700
2014-10-30,181.1699981689453,183.3300018310547,181.0500030517578,182.86000061035156,155.00949096679688,1588900
2014-10-31,185.02000427246094,185.0500030517578,184.10000610351562,184.92999267578125,156.76419067382812,1946100
2014-11-03,185.1999969482422,185.6199951171875,184.60000610351562,185.0399932861328,156.85745239257812,2270000
2014-11-04,184.55999755859375,184.85000610351562,183.4499969482422,184.3800048828125,156.29798889160156,1639400
2014-11-05,185.74000549316406,185.77999877929688,184.74000549316406,185.58999633789062,157.32369995117188,1826500
2014-11-06,185.57000732421875,186.3800048828125,184.89999389648438,186.33999633789062,157.9594268798828,1758600
2014-11-07,186.33999633789062,186.67999267578125,185.8000030517578,186.5,158.09500122070312,1396400
2014-11-10,186.47999572753906,187.10000610351562,186.27000427246094,187.05999755859375,158.5697479248047,1876400
2014-11-11,187.13999938964844,187.33999633789062,186.77999877929688,187.24000549316406,158.72238159179688,1031600
2014-11-12,186.49000549316406,187.27999877929688,186.4600067138672,187.08999633789062,158.59518432617188,2742900
2014-11-13,187.24000549316406,187.83999633789062,186.3800048828125,187.25999450683594,158.73934936523438,1163600
2014-11-14,187.19000244140625,187.52999877929688,186.85000610351562,187.3300018310547,158.79864501953125,1464500
2014-11-17,186.92999267578125,187.58999633789062,186.75999450683594,187.42999267578125,158.88339233398438,584600
2014-11-18,187.47999572753906,188.82000732421875,187.47999572753906,188.50999450683594,159.79891967773438,1252600
2014-11-19,188.25,188.47999572753906,187.3699951171875,188.1699981689453,159.5106964111328,1880800
2014-11-20,187.2899932861328,188.63999938964844,187.2899932861328,188.50999450683594,159.79891967773438,866800
2014-11-21,190.42999267578125,190.47999572753906,188.9499969482422,189.57000732421875,160.697509765625,1586200
2014-11-24,190.02000427246094,190.2100067138672,189.77000427246094,190.05999755859375,161.11282348632812,1365900
2014-11-25,190.33999633789062,190.55999755859375,189.66000366210938,190.0,161.06201171875,1736700
2014-11-26,190.10000610351562,190.52000427246094,189.8800048828125,190.44000244140625,161.43499755859375,824400
2014-11-28,190.3000030517578,190.6300048828125,189.75999450683594,190.02999877929688,161.08743286132812,430200
2014-12-01,189.2899932861328,189.38999938964844,188.36000061035156,188.72999572753906,159.9854278564453,2083600
2014-12-02,188.7100067138672,190.1300048828125,188.7100067138672,189.9199981689453,160.99417114257812,1446800
2014-12-03,190.10000610351562,190.8800048828125,189.97000122070312,190.64999389648438,161.61300659179688,2240100
2014-12-04,190.35000610351562,190.99000549316406,189.57000732421875,190.4600067138672,161.45196533203125,1573000
2014-12-05,190.64999389648438,191.19000244140625,190.35000610351562,190.8000030517578,161.7401885986328,2215900
2014-12-08,190.35000610351562,190.8300018310547,188.85000610351562,189.5,160.63816833496094,1527800
2014-12-09,187.42999267578125,189.47000122070312,186.97999572753906,189.35000610351562,160.51100158691406,1763100
2014-12-10,188.86000061035156,188.86000061035156,186.10000610351562,186.3800048828125,157.993408203125,1749800
2014-12-11,186.97999572753906,189.07000732421875,186.80999755859375,187.25,158.7308807373047,1972600
2014-12-12,186.0,186.89999389648438,184.1699981689453,184.2100067138672,156.15391540527344,2614400
2014-12-15,185.25999450683594,185.72000122070312,182.27000427246094,182.92999267578125,155.0688018798828,2801400
2014-12-16,182.10000610351562,185.5399932861328,181.44000244140625,181.52000427246094,153.87359619140625,3837500
2014-12-17,181.97000122070312,185.5500030517578,181.83999633789062,185.17999267578125,156.97608947753906,5588600
2014-12-18,186.74000549316406,188.5800018310547,186.0,188.5500030517578,159.83287048339844,3820200
2014-12-19,189.2899932861328,190.1300048828125,188.58999633789062,189.4199981689453,160.5703582763672,1800800
2014-12-22,189.57000732421875,190.25999450683594,189.33999633789062,190.25999450683594,161.2824249267578,3005800
2014-12-23,190.94000244140625,190.97000122070312,190.3000030517578,190.5500030517578,161.52825927734375,1926800
2014-12-24,190.80999755859375,191.0500030517578,190.5,190.52999877929688,161.51126098632812,952700
2014-12-26,191.05999755859375,191.52000427246094,190.99000549316406,191.14999389648438,162.036865234375,650300
2014-12-29,190.97000122070312,191.6300048828125,190.89999389648438,191.4199981689453,162.26573181152344,878600
2014-12-30,190.9499969482422,191.08999633789062,190.3000030517578,190.3800048828125,161.38412475585938,3224500
2014-12-31,190.75,190.91000366210938,188.3800048828125,188.39999389648438,159.70567321777344,1366000
2015-01-02,189.2899932861328,189.72000122070312,187.25999450683594,188.39999389648438,159.70567321777344,1865000
2015-01-05,187.25999450683594,187.41000366210938,184.66000366210938,185.08999633789062,156.89981079101562,2734700
2015-01-06,185.3699951171875,185.8800048828125,182.36000061035156,183.27000427246094,155.35702514648438,2245300
2015-01-07,184.72999572753906,185.91000366210938,184.22999572753906,185.55999755859375,157.2982177734375,2305600
2015-01-08,187.1300048828125,189.0500030517578,187.07000732421875,188.82000732421875,160.0617218017578,1740600
2015-01-09,189.3000030517578,189.33999633789062,186.64999389648438,187.22999572753906,158.71388244628906,2525200
2015-01-12,187.4600067138672,187.60000610351562,185.19000244140625,185.83999633789062,157.53564453125,1847500
2015-01-13,187.22000122070312,188.41000366210938,183.89999389648438,185.35000610351562,157.12022399902344,2158500
2015-01-14,183.10000610351562,184.39999389648438,182.11000061035156,184.25999450683594,156.1962127685547,5216300
2015-01-15,184.8800048828125,185.25,182.39999389648438,182.5399932861328,154.7382049560547,1940700
2015-01-16,182.30999755859375,185.0800018310547,182.08999633789062,184.8000030517578,156.65399169921875,1472800
2015-01-20,185.6199951171875,185.89999389648438,183.5800018310547,185.25999450683594,157.04393005371094,1637600
2015-01-21,184.77000427246094,186.74000549316406,184.3000030517578,186.22999572753906,157.86624145507812,1586500
2015-01-22,187.08999633789062,189.14999389648438,185.60000610351562,189.0800018310547,160.2821502685547,6074900
2015-01-23,188.72000122070312,189.02000427246094,187.7899932861328,188.0399932861328,159.4005126953125,3109800
2015-01-26,187.7899932861328,188.50999450683594,186.92999267578125,188.41000366210938,159.71417236328125,2018000
2015-01-27,186.13999938964844,187.17999267578125,185.02000427246094,185.94000244140625,157.62039184570312,1979100
2015-01-28,187.27000427246094,187.32000732421875,183.35000610351562,183.49000549316406,155.54356384277344,2530800
2015-01-29,183.74000549316406,185.52999877929688,182.2100067138672,185.27000427246094,157.05242919921875,4338200
2015-01-30,183.9600067138672,185.3800048828125,182.6300048828125,182.99000549316406,155.1196746826172,2302500
2015-02-02,183.5,185.25999450683594,181.47000122070312,185.08999633789062,156.89981079101562,3397800
2015-02-03,186.1300048828125,187.86000061035156,185.7899932861328,187.7899932861328,159.18856811523438,1435000
2015-02-04,187.02999877929688,188.35000610351562,186.64999389648438,187.14999389648438,158.6460418701172,1861200
2015-02-05,187.88999938964844,189.19000244140625,187.85000610351562,189.0500030517578,160.25668334960938,1033800
2015-02-06,189.49000549316406,190.0500030517578,187.94000244140625,188.52000427246094,159.8074188232422,1454700
2015-02-09,187.80999755859375,188.58999633789062,187.22000122070312,187.66000366210938,159.0784149169922,2289300
2015-02-10,188.82000732421875,189.92999267578125,187.85000610351562,189.66000366210938,160.77377319335938,1798000
2015-02-11,189.50999450683594,190.22999572753906,188.77999877929688,189.7899932861328,160.88397216796875,1744400
2015-02-12,190.6999969482422,191.64999389648438,190.47000122070312,191.5500030517578,162.37588500976562,2008500
2015-02-13,191.72000122070312,192.44000244140625,191.4600067138672,192.38999938964844,163.0879669189453,1073100
2015-02-17,192.07000732421875,192.8800048828125,191.7899932861328,192.6999969482422,163.3507537841797,1700400
2015-02-18,192.27999877929688,192.77999877929688,192.0,192.74000549316406,163.3846435546875,1863000
2015-02-19,192.08999633789062,192.97000122070312,191.88999938964844,192.61000061035156,163.27452087402344,1017600
2015-02-20,192.1300048828125,193.82000732421875,191.4499969482422,193.77999877929688,164.26626586914062,1374000
2015-02-23,193.49000549316406,193.72999572753906,193.02999877929688,193.72999572753906,164.22390747070312,1497700
2015-02-24,193.69000244140625,194.49000549316406,193.42999267578125,194.3000030517578,164.70706176757812,1244200
2015-02-25,194.13999938964844,194.64999389648438,193.7100067138672,194.08999633789062,164.529052734375,1983600
2015-02-26,193.99000549316406,194.14999389648438,193.2100067138672,193.8699951171875,164.3425750732422,994200
2015-02-27,193.77000427246094,194.0500030517578,193.19000244140625,193.1999969482422,163.7746124267578,966600
2015-03-02,193.30999755859375,194.47000122070312,193.3000030517578,194.47000122070312,164.85121154785156,1016600
2015-03-03,193.9600067138672,194.02000427246094,192.69000244140625,193.63999938964844,164.14764404296875,1388100
2015-03-04,193.0,193.0500030517578,191.72999572753906,192.8300018310547,163.46096801757812,1497500
2015-03-05,193.14999389648438,193.3300018310547,192.47999572753906,193.0399932861328,163.63897705078125,1135800
2015-03-06,192.0,192.5500030517578,189.94000244140625,190.30999755859375,161.32479858398438,1815600
2015-03-09,190.52000427246094,191.47000122070312,190.4199981689453,191.1199951171875,162.01144409179688,1132000
2015-03-10,189.57000732421875,189.6300048828125,187.97000122070312,187.97999572753906,159.3496856689453,2390500
2015-03-11,188.25999450683594,188.47000122070312,187.47000122070312,187.5399932861328,158.9766387939453,1857500
2015-03-12,188.2100067138672,190.0,188.1999969482422,189.9600067138672,161.02809143066406,2646900
2015-03-13,189.67999267578125,189.7899932861328,187.6199951171875,188.8000030517578,160.0447998046875,1792200
